PG.MolecularWeight	PG.ProteinGroups	PG.Genes	PG.ProteinDescriptions	PG.NrOfStrippedSequencesIdentified (Experiment-wide)	PG.CellularComponent	PG.BiologicalProcess	PG.MolecularFunction	PG.Completeness	[1] AST_260331_115.raw.PG.NrOfStrippedSequencesUsedForQuantification	[2] AST_260331_116.raw.PG.NrOfStrippedSequencesUsedForQuantification	[3] AST_260331_117.raw.PG.NrOfStrippedSequencesUsedForQuantification	[4] AST_260331_118.raw.PG.NrOfStrippedSequencesUsedForQuantification	[5] AST_260331_119.raw.PG.NrOfStrippedSequencesUsedForQuantification	[6] AST_260331_120.raw.PG.NrOfStrippedSequencesUsedForQuantification	[7] AST_260331_121.raw.PG.NrOfStrippedSequencesUsedForQuantification	[8] AST_260331_125.raw.PG.NrOfStrippedSequencesUsedForQuantification	[9] AST_260331_126.raw.PG.NrOfStrippedSequencesUsedForQuantification	[10] AST_260331_127.raw.PG.NrOfStrippedSequencesUsedForQuantification	[11] AST_260331_128.raw.PG.NrOfStrippedSequencesUsedForQuantification	[12] AST_260331_129.raw.PG.NrOfStrippedSequencesUsedForQuantification	[13] AST_260331_130.raw.PG.NrOfStrippedSequencesUsedForQuantification	[14] AST_260331_131.raw.PG.NrOfStrippedSequencesUsedForQuantification	[15] AST_260331_134.raw.PG.NrOfStrippedSequencesUsedForQuantification	[16] AST_260331_135.raw.PG.NrOfStrippedSequencesUsedForQuantification	[17] AST_260331_136.raw.PG.NrOfStrippedSequencesUsedForQuantification	[18] AST_260331_137.raw.PG.NrOfStrippedSequencesUsedForQuantification	[19] AST_260331_138.raw.PG.NrOfStrippedSequencesUsedForQuantification	[20] AST_260331_139.raw.PG.NrOfStrippedSequencesUsedForQuantification	[21] AST_260331_140.raw.PG.NrOfStrippedSequencesUsedForQuantification	[22] AST_260331_142.raw.PG.NrOfStrippedSequencesUsedForQuantification	[23] AST_260331_143.raw.PG.NrOfStrippedSequencesUsedForQuantification	[24] AST_260331_144.raw.PG.NrOfStrippedSequencesUsedForQuantification	[25] AST_260331_148.raw.PG.NrOfStrippedSequencesUsedForQuantification	[26] AST_260331_149.raw.PG.NrOfStrippedSequencesUsedForQuantification	[27] AST_260331_152.raw.PG.NrOfStrippedSequencesUsedForQuantification	[28] AST_260331_153.raw.PG.NrOfStrippedSequencesUsedForQuantification	[29] AST_260331_157.raw.PG.NrOfStrippedSequencesUsedForQuantification	[30] AST_260331_158.raw.PG.NrOfStrippedSequencesUsedForQuantification	[31] AST_260331_161.raw.PG.NrOfStrippedSequencesUsedForQuantification	[32] AST_260331_162.raw.PG.NrOfStrippedSequencesUsedForQuantification	[33] AST_260331_163.raw.PG.NrOfStrippedSequencesUsedForQuantification	[34] AST_260331_164.raw.PG.NrOfStrippedSequencesUsedForQuantification	[35] AST_260331_165.raw.PG.NrOfStrippedSequencesUsedForQuantification	[36] AST_260331_166.raw.PG.NrOfStrippedSequencesUsedForQuantification	[37] AST_260331_167.raw.PG.NrOfStrippedSequencesUsedForQuantification	[38] AST_260407_008.raw.PG.NrOfStrippedSequencesUsedForQuantification	[39] AST_260407_009.raw.PG.NrOfStrippedSequencesUsedForQuantification	[40] AST_260407_010.raw.PG.NrOfStrippedSequencesUsedForQuantification	[41] AST_260407_011.raw.PG.NrOfStrippedSequencesUsedForQuantification	[42] AST_260407_012.raw.PG.NrOfStrippedSequencesUsedForQuantification	[43] AST_260407_014.raw.PG.NrOfStrippedSequencesUsedForQuantification	[44] AST_260407_015.raw.PG.NrOfStrippedSequencesUsedForQuantification	[45] AST_260407_016.raw.PG.NrOfStrippedSequencesUsedForQuantification	[46] AST_260407_017.raw.PG.NrOfStrippedSequencesUsedForQuantification	[47] AST_260407_018.raw.PG.NrOfStrippedSequencesUsedForQuantification	[48] AST_260407_019.raw.PG.NrOfStrippedSequencesUsedForQuantification	[1] AST_260331_115.raw.PG.MS2Quantity	[2] AST_260331_116.raw.PG.MS2Quantity	[3] AST_260331_117.raw.PG.MS2Quantity	[4] AST_260331_118.raw.PG.MS2Quantity	[5] AST_260331_119.raw.PG.MS2Quantity	[6] AST_260331_120.raw.PG.MS2Quantity	[7] AST_260331_121.raw.PG.MS2Quantity	[8] AST_260331_125.raw.PG.MS2Quantity	[9] AST_260331_126.raw.PG.MS2Quantity	[10] AST_260331_127.raw.PG.MS2Quantity	[11] AST_260331_128.raw.PG.MS2Quantity	[12] AST_260331_129.raw.PG.MS2Quantity	[13] AST_260331_130.raw.PG.MS2Quantity	[14] AST_260331_131.raw.PG.MS2Quantity	[15] AST_260331_134.raw.PG.MS2Quantity	[16] AST_260331_135.raw.PG.MS2Quantity	[17] AST_260331_136.raw.PG.MS2Quantity	[18] AST_260331_137.raw.PG.MS2Quantity	[19] AST_260331_138.raw.PG.MS2Quantity	[20] AST_260331_139.raw.PG.MS2Quantity	[21] AST_260331_140.raw.PG.MS2Quantity	[22] AST_260331_142.raw.PG.MS2Quantity	[23] AST_260331_143.raw.PG.MS2Quantity	[24] AST_260331_144.raw.PG.MS2Quantity	[25] AST_260331_148.raw.PG.MS2Quantity	[26] AST_260331_149.raw.PG.MS2Quantity	[27] AST_260331_152.raw.PG.MS2Quantity	[28] AST_260331_153.raw.PG.MS2Quantity	[29] AST_260331_157.raw.PG.MS2Quantity	[30] AST_260331_158.raw.PG.MS2Quantity	[31] AST_260331_161.raw.PG.MS2Quantity	[32] AST_260331_162.raw.PG.MS2Quantity	[33] AST_260331_163.raw.PG.MS2Quantity	[34] AST_260331_164.raw.PG.MS2Quantity	[35] AST_260331_165.raw.PG.MS2Quantity	[36] AST_260331_166.raw.PG.MS2Quantity	[37] AST_260331_167.raw.PG.MS2Quantity	[38] AST_260407_008.raw.PG.MS2Quantity	[39] AST_260407_009.raw.PG.MS2Quantity	[40] AST_260407_010.raw.PG.MS2Quantity	[41] AST_260407_011.raw.PG.MS2Quantity	[42] AST_260407_012.raw.PG.MS2Quantity	[43] AST_260407_014.raw.PG.MS2Quantity	[44] AST_260407_015.raw.PG.MS2Quantity	[45] AST_260407_016.raw.PG.MS2Quantity	[46] AST_260407_017.raw.PG.MS2Quantity	[47] AST_260407_018.raw.PG.MS2Quantity	[48] AST_260407_019.raw.PG.MS2Quantity
66125.23	P36150	MET1	Uroporphyrinogen-III C-methyltransferase	30	nucleus	sulfate assimilation,siroheme biosynthetic process	uroporphyrin-III C-methyltransferase activity,methyltransferase activity	100	23	21	23	21	23	25	22	23	25	22	23	24	23	24	22	23	22	24	23	24	23	23	20	22	20	20	23	22	20	20	20	21	21	20	20	18	22	22	21	23	21	23	19	22	19	20	23	21	18211.927734375	15442.134765625	22941.990234375	18452.29296875	20123.306640625	20945.58984375	21572.30078125	16225.2919921875	24011.1640625	22984.744140625	20354.458984375	21716.310546875	21245.51953125	24770.712890625	15463.845703125	22597.365234375	23311.0703125	19930.265625	20756.537109375	21305.25	24614.31640625	14944.0478515625	11344.5869140625	12570.2578125	9783.8759765625	11815.26171875	11723.4921875	12864.10546875	9753.9111328125	10900.8974609375	11290.357421875	11836.05859375	12904.2236328125	8509.0361328125	8671.73828125	9037.2353515625	11316.7568359375	18558.80859375	12615.8984375	18860.078125	13178.6982421875	15965.46484375	9344.451171875	14654.111328125	8949.01953125	8938.0966796875	24885.478515625	9380.8125
39406.01	P36151	YKR070W	Mitochondrial hydrolase YKR070W	19	mitochondrion	biological_process,glycerophospholipid biosynthetic process	molecular_function	100	16	13	13	13	15	13	14	15	14	12	13	15	14	13	14	16	16	14	14	16	15	15	15	16	13	15	13	15	16	17	16	17	13	15	15	15	15	14	16	15	15	16	15	15	15	17	14	16	4180.9345703125	4821.5458984375	4588.455078125	4681.7880859375	4416.49560546875	4542.20556640625	4536.32763671875	4369.509765625	4338.4453125	4608.78271484375	4775.017578125	4571.2666015625	4864.6904296875	4446.439453125	4847.578125	4724.99267578125	4305.2509765625	4823.51708984375	4907.716796875	4724.54931640625	4516.72900390625	5260.978515625	5831.58544921875	5535.7509765625	5452.35986328125	5676.3798828125	5789.72509765625	5153.9580078125	5722.3623046875	5361.953125	5627.3525390625	4900.35546875	5518.75390625	5114.86474609375	5042.1455078125	5855.943359375	5505.880859375	4754.9306640625	5371.681640625	4767.087890625	4785.49609375	5217.98095703125	5584.7998046875	5082.3798828125	5452.63818359375	5517.99072265625	4351.9267578125	5477.98486328125
38542.59	P36152	DRE2	Fe-S cluster assembly protein DRE2	14	cytoplasm,mitochondrial intermembrane space,cytosol	iron-sulfur cluster assembly,cellular response to oxidative stress,negative regulation of nitric oxide biosynthetic process,negative regulation of hydrogen peroxide-mediated programmed cell death	protein binding,electron carrier activity,iron-sulfur cluster binding,2 iron, 2 sulfur cluster binding,4 iron, 4 sulfur cluster binding,binding, bridging	100	12	12	13	11	12	14	14	14	12	10	12	13	14	12	14	13	8	13	13	13	13	11	13	11	9	10	12	11	9	12	12	11	9	6	8	9	9	13	9	11	11	10	10	12	10	10	11	9	4137.66650390625	9442.4296875	4168.96435546875	2768.5224609375	6104.71533203125	6186.2705078125	5920.51904296875	9695.0771484375	4034.56787109375	2654.464599609375	6201.798828125	5895.60009765625	6205.67333984375	4424.703125	9409.841796875	4346.55419921875	2196.39111328125	6042.75537109375	6205.2978515625	5636.65185546875	4720.1962890625	5024.0986328125	7700.490234375	4252.03173828125	2285.91552734375	3160.54541015625	7347.48388671875	3738.376220703125	2138.786865234375	3118.715087890625	7546.7607421875	3185.7451171875	2803.934814453125	2036.605224609375	2015.31689453125	2190.78076171875	3132.6943359375	4524.55419921875	2058.8486328125	4548.44482421875	2646.54248046875	4830.9169921875	2046.9163818359375	4259.55419921875	2088.576904296875	1996.5501708984375	4468.0732421875	1922.89453125
18435.75	P36154	AIM29	Altered inheritance rate of mitochondria protein 29	8	cytoplasm	biological_process	molecular_function	100	5	5	5	7	6	6	4	6	5	6	5	6	6	6	7	6	5	6	6	5	5	5	6	5	5	6	7	6	6	6	5	6	5	6	6	5	5	6	5	6	6	5	5	5	5	5	6	6	11478.4873046875	10573.169921875	10898.083984375	12959.43359375	9756.8125	10305.865234375	10725.5712890625	11541.31640625	11466.9345703125	15033.802734375	10252.3095703125	10737.9345703125	10207.984375	10979.1513671875	11274.8564453125	10989.310546875	13987.3251953125	9792.7783203125	10340.7626953125	10098.8876953125	11454.9072265625	12119.0634765625	12112.083984375	10648.728515625	10743.8203125	12102.55859375	12395.4912109375	11303.240234375	11527.16015625	12450.84375	11253.5458984375	10828.716796875	12846.390625	11059.6875	11329.6806640625	10883.5234375	11478.33984375	10185.3486328125	11229.099609375	10530.3154296875	13333.4453125	11586.6591796875	10387.10546875	11733.2998046875	11095.1201171875	10041.8212890625	10686.267578125	10741.4375
36113.14	P36155	YKR075C	Uncharacterized protein YKR075C	7	nucleus,cytoplasm,vacuole	protein catabolic process in the vacuole,biological_process,cellular response to glucose starvation	molecular_function	79.2	6	5	7	4	6	5	6	7	7	1	6	5	7	6	5	5	0	7	5	6	6	3	5	0	0	0	5	3	2	0	5	4	0	2	1	0	0	7	6	6	0	5	2	5	3	0	7	3	1165.77978515625	1466.2021484375	1503.8946533203125	424.3746643066406	1301.3245849609375	959.9498291015625	999.71875	1380.5946044921875	1414.7255859375	486.3274230957031	1450.9759521484375	878.5966186523438	1210.405029296875	1068.1339111328125	1376.408203125	1303.0257568359375	NaN	1325.4073486328125	1061.0628662109375	1255.4814453125	1031.27685546875	473.43829345703125	853.3329467773438	NaN	NaN	NaN	923.2342529296875	214.3889617919922	167.002685546875	NaN	690.7315673828125	575.58203125	NaN	192.87733459472656	248.7975616455078	NaN	NaN	1398.0289306640625	1363.0621337890625	1376.4566650390625	NaN	404.0321960449219	206.0381317138672	442.7679748535156	242.9650115966797	NaN	1349.0159912109375	190.7104949951172
43273.7	P36156	ECM4	Glutathione S-transferase omega-like 2	25	cytoplasm	glutathione metabolic process,cellular oxidant detoxification	glutathione transferase activity,glutathione dehydrogenase (ascorbate) activity	100	10	20	16	15	15	12	14	21	17	17	15	14	16	17	21	17	15	14	15	12	15	15	21	17	18	17	19	17	16	17	21	20	17	17	17	16	16	16	22	15	20	17	22	17	21	22	18	21	2085.0458984375	18639.59375	2468.36181640625	3652.62548828125	2173.343017578125	2176.850341796875	2223.791015625	19614.458984375	2573.361083984375	4570.72021484375	2070.013916015625	2245.33544921875	2156.7734375	2761.6513671875	20054.529296875	2343.810546875	4307.17822265625	1952.145263671875	2118.104736328125	2335.287841796875	2640.758056640625	2689.691162109375	25430.876953125	7832.3095703125	6745.38232421875	9089.0947265625	27363.712890625	8547.6298828125	7447.19091796875	9844.4990234375	25951.759765625	8153.927734375	8347.0546875	8245.0849609375	8419.9619140625	7562.6865234375	10121.224609375	2129.376220703125	7520.60400390625	2134.880126953125	9042.759765625	3300.777099609375	8146.0888671875	4859.44140625	8430.4853515625	8515.83984375	3049.489013671875	8026.73876953125
68281.48	P36158	YKR078W	Uncharacterized protein YKR078W	17	vacuolar membrane,endosome membrane,cytoplasm,cytosol,retromer, tubulation complex	retrograde transport, endosome to Golgi,regulation of TORC1 signaling	phosphatidylserine binding,protein binding,phosphatidylinositol-3-phosphate binding,phosphatidylinositol binding	100	6	10	6	5	5	7	8	8	9	5	6	9	7	10	5	10	5	10	9	7	7	8	6	8	8	6	8	5	6	8	11	7	7	6	7	8	8	8	7	10	7	6	7	6	8	11	8	9	846.9404296875	979.5288696289062	983.392578125	1322.663330078125	901.7620239257812	1011.33154296875	1042.4317626953125	870.894287109375	1107.6505126953125	1585.703125	935.49072265625	877.3902587890625	1123.3626708984375	992.91796875	904.6322021484375	1050.5518798828125	1421.060302734375	1017.7360229492188	861.5196533203125	999.4993896484375	1069.74658203125	970.2484130859375	938.5664672851562	948.6801147460938	1029.12451171875	1018.1483764648438	1065.850830078125	1016.0472412109375	1170.873291015625	1007.5748291015625	978.3638916015625	1046.2349853515625	998.5337524414062	959.027587890625	993.7481079101562	1036.9752197265625	992.7242431640625	1005.1498413085938	963.1260375976562	914.49658203125	1012.7365112304688	1001.1011352539062	992.7346801757812	1065.6009521484375	1077.77783203125	927.7186279296875	1076.2286376953125	781.7485961914062
96816.07	P36159	TRZ1	Ribonuclease Z	25	mitochondrion,nucleus,cytoplasm	tRNA processing,tRNA 3'-end processing,mitochondrial tRNA 3'-end processing	zinc ion binding,3'-tRNA processing endoribonuclease activity	100	14	21	16	12	19	18	18	20	14	12	18	20	20	15	19	18	10	20	20	19	16	14	18	18	12	14	18	18	14	12	19	18	13	17	14	13	16	13	17	14	15	16	17	17	17	19	20	14	1228.70947265625	1787.2005615234375	1405.292724609375	1975.2685546875	1755.2703857421875	1876.838623046875	1639.5924072265625	1955.58349609375	1528.0386962890625	2471.118896484375	1915.11572265625	1845.006103515625	1859.157470703125	1777.59619140625	1847.76025390625	1618.8428955078125	2457.75244140625	1855.9842529296875	1821.238037109375	1826.3544921875	1743.2711181640625	1351.39697265625	1742.2376708984375	1531.775390625	1468.4732666015625	1457.61865234375	1673.098388671875	1447.0115966796875	1470.7049560546875	1350.9617919921875	1682.4541015625	1535.1380615234375	1773.447021484375	1446.8243408203125	1380.3140869140625	1417.1612548828125	1480.664306640625	1400.9166259765625	1516.2135009765625	1343.1290283203125	1551.7083740234375	1479.171875	1413.789794921875	1533.9075927734375	1425.22998046875	1361.390380859375	1479.23046875	1369.2501220703125
39598.68	P36160	RPF2	Ribosome biogenesis protein RPF2	14	nucleolus,preribosome, large subunit precursor	ribosomal large subunit assembly,maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA),maturation of LSU-rRNA,rRNA processing,ribosome biogenesis,assembly of large subunit precursor of preribosome	protein binding,5S rRNA binding,7S RNA binding,rRNA binding	100	12	12	13	12	12	13	13	12	12	11	11	11	12	14	12	12	11	13	12	12	13	14	12	13	11	12	12	12	12	12	12	12	10	12	12	13	13	12	12	14	13	13	12	13	12	13	13	11	8929.2421875	10197.6171875	8508.08203125	7419.05126953125	8869.6279296875	8512.0927734375	8905.279296875	8740.052734375	8505.1064453125	10260.546875	8615.8271484375	8367.515625	8828.783203125	7925.16748046875	9757.205078125	8706.712890625	9670.1923828125	8451.6318359375	8717.8466796875	9052.4228515625	8625.5224609375	8114.17919921875	8077.89111328125	6998.06787109375	8417.0625	7390.6044921875	8223.9990234375	7806.23095703125	7574.7314453125	6953.05810546875	8124.57275390625	7933.50634765625	7206.6796875	7153.75341796875	7114.845703125	7067.77880859375	7177.54638671875	8164.751953125	8832.021484375	8014.6572265625	10123.7451171875	7908.4853515625	7683.3583984375	7499.515625	8285.23828125	7907.7119140625	9644.7958984375	7597.08251953125
133320.54	P36161	NUP133	Nucleoporin NUP133	62	chromosome, telomeric region,nucleus,nuclear envelope,cytosol,nuclear membrane,nuclear pore,nuclear pore outer ring	negative regulation of transcription from RNA polymerase II promoter,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery,posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery,double-strand break repair,tRNA export from nucleus,protein import into nucleus,nucleocytoplasmic transport,poly(A)+ mRNA export from nucleus,chromatin silencing at silent mating-type cassette,telomeric heterochromatin assembly,mRNA export from nucleus in response to heat stress,telomere tethering at nuclear periphery,cellular response to heat,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,nuclear pore localization	protein binding,structural constituent of nuclear pore	100	43	43	47	44	39	43	45	43	45	45	38	46	45	46	38	43	40	39	45	44	45	41	41	44	41	41	40	40	42	44	43	47	47	42	42	40	44	46	49	45	49	47	50	44	45	46	48	49	15485.81640625	14065.3681640625	15860.5302734375	17385.904296875	14550.3154296875	14473.775390625	14761.8251953125	13648.78515625	17130.9296875	17944.4453125	14161.8037109375	14702.1630859375	14379.5107421875	16941.330078125	13894.7216796875	16674.01953125	18083.73828125	14707.3427734375	14358.8251953125	14691.55859375	16779.84375	14528.5009765625	13769.5	15560.130859375	15734.576171875	15833.7998046875	13011.48046875	15566.04296875	16344.9609375	15658.14453125	13714.2646484375	16407.009765625	16982.21875	16478.36328125	17005.056640625	16055.4345703125	16080.69921875	15529.173828125	17747.787109375	16003.849609375	18315.08203125	15113.328125	17121.53125	15297.1630859375	17077.759765625	17330.541015625	17455.912109375	16644.650390625
15071.56	P36162	DAD2	DASH complex subunit DAD2	4	mitotic spindle pole body,mitotic spindle midzone,nucleus,chromosome,spindle,mitotic spindle,DASH complex	mitotic cell cycle,attachment of spindle microtubules to kinetochore,positive regulation of microtubule polymerization,positive regulation of attachment of spindle microtubules to kinetochore,mitotic sister chromatid biorientation,protein transport along microtubule to mitotic spindle pole body	microtubule binding,microtubule plus-end binding,protein binding	100	2	3	3	3	3	3	2	2	3	2	3	2	3	2	2	3	1	3	3	3	3	3	2	3	3	3	3	3	2	3	3	3	3	3	2	3	3	4	3	3	2	4	3	3	2	1	3	3	787.5807495117188	732.423095703125	690.385009765625	841.4772338867188	772.9991455078125	814.1087036132812	689.6155395507812	787.65673828125	650.1227416992188	921.5996704101562	710.3231201171875	975.5470581054688	971.3726806640625	816.1650390625	973.294677734375	829.1114501953125	1043.0732421875	826.9331665039062	817.3870239257812	837.2684936523438	907.8662719726562	846.8265380859375	717.2366943359375	931.4931030273438	784.5709228515625	1026.4908447265625	785.049560546875	951.5714721679688	1036.9046630859375	878.390869140625	759.84765625	872.2954711914062	945.7430419921875	992.9412231445312	1083.391845703125	1069.0496826171875	1005.3193359375	864.5718383789062	456.81817626953125	733.1196899414062	758.4153442382812	955.7486572265625	482.2513122558594	1073.2864990234375	529.816162109375	443.6571350097656	333.6287841796875	386.4244689941406
39328.28	P36163	OMA1	Mitochondrial metalloendopeptidase OMA1	12	mitochondrial inner membrane,mitochondrion	proteolysis,misfolded or incompletely synthesized protein catabolic process,TOR signaling,mitochondrial respiratory chain complex assembly,mitochondrial protein catabolic process,Requires Ontology	metalloendopeptidase activity,zinc ion binding	100	7	8	8	9	6	9	7	10	8	6	8	10	8	8	9	9	8	10	8	8	9	6	7	11	6	8	8	9	7	6	8	8	9	8	7	7	7	7	10	9	11	7	11	8	9	11	10	9	2137.69189453125	1850.130615234375	2570.943115234375	4510.21826171875	2283.214599609375	2491.031005859375	2316.287353515625	2085.608642578125	2813.751708984375	4663.9873046875	2562.604736328125	2576.933837890625	2606.76416015625	2935.3447265625	2021.5032958984375	2703.99609375	4744.87646484375	2568.47705078125	2484.640869140625	2559.001220703125	3003.587158203125	3141.571533203125	2624.94970703125	3250.22021484375	3493.94873046875	3336.440185546875	3032.321044921875	3252.815673828125	3666.873779296875	3624.239501953125	2719.387939453125	3164.423095703125	3813.217041015625	3659.3876953125	3512.955810546875	3559.340087890625	3272.118896484375	2354.276123046875	4156.255859375	2186.79833984375	3867.059326171875	2714.84521484375	4055.09521484375	2870.429443359375	3752.22216796875	3789.806396484375	3210.81591796875	3696.343994140625
38311.4	P36164	TVP38	Golgi apparatus membrane protein TVP38	6	Golgi membrane,cytoplasm	mitotic spindle elongation,vesicle-mediated transport	molecular_function,protein binding	100	3	4	5	4	5	5	5	4	4	4	5	5	5	5	3	4	3	5	4	5	4	4	4	3	4	4	4	5	4	4	4	4	4	4	4	5	4	4	5	4	4	4	5	5	4	4	5	4	2069.42041015625	1997.351806640625	2076.010009765625	2606.614501953125	1983.5765380859375	1801.4449462890625	1870.6873779296875	1821.9017333984375	2251.318603515625	2352.4287109375	1723.947265625	1693.8671875	1704.616455078125	2167.076904296875	1892.7862548828125	2180.748779296875	3134.796630859375	1854.7646484375	1674.868408203125	2069.2470703125	2146.4462890625	1852.3426513671875	1706.0762939453125	2622.257080078125	2573.26318359375	2503.506103515625	2061.201171875	2425.009521484375	2568.300048828125	2662.346923828125	2155.073974609375	2450.18017578125	2517.13720703125	2613.99755859375	2378.036865234375	2611.888427734375	2565.373046875	2105.836669921875	3073.808349609375	2020.53564453125	3470.09619140625	2305.122802734375	3231.4638671875	2316.80419921875	3323.169921875	3029.873046875	3186.124267578125	3069.177490234375
102716.53	P36165	TGL4	Triacylglycerol lipase 4	34	lipid particle	lipid metabolic process,triglyceride metabolic process,triglyceride mobilization,phospholipid metabolic process,cell budding,triglyceride catabolic process	phospholipase A2 activity,sterol esterase activity,triglyceride lipase activity,lysophosphatidic acid acyltransferase activity	100	21	20	20	21	23	20	21	17	23	21	21	28	24	23	16	23	24	22	23	22	18	17	21	18	18	13	15	18	14	19	17	21	21	21	14	17	19	22	22	22	22	23	22	24	24	24	23	23	1476.9822998046875	1296.5069580078125	1610.671142578125	1449.75732421875	1483.6787109375	1470.2728271484375	1406.8896484375	1311.7752685546875	1546.002685546875	1858.4854736328125	1567.8724365234375	1435.042724609375	1490.6669921875	1530.657470703125	1116.70703125	1618.34716796875	1787.1231689453125	1572.6956787109375	1642.4737548828125	1471.4564208984375	1408.80029296875	1316.6812744140625	1092.320556640625	1261.2642822265625	1184.3441162109375	1275.1771240234375	979.6378784179688	1222.378662109375	1120.8280029296875	1310.2587890625	1074.83447265625	1152.9979248046875	1377.638671875	1185.3623046875	1104.9825439453125	1117.6611328125	1300.0704345703125	1647.9864501953125	1393.44482421875	1767.94775390625	1542.248291015625	1501.9102783203125	1143.2928466796875	1590.3970947265625	1105.577880859375	1212.7264404296875	1541.7381591796875	1055.69970703125
79433.54	P36166	PXL1	Paxillin-like protein 1	19	incipient cellular bud site,cytoplasm,cellular bud,cellular bud tip,cellular bud neck,site of polarized growth,mating projection tip	maintenance of cell polarity,regulation of Rho protein signal transduction	Rho GDP-dissociation inhibitor activity,zinc ion binding,GTPase regulator activity	97.9	5	8	5	0	6	5	5	13	5	3	6	6	6	5	8	5	4	7	7	6	5	5	7	7	6	5	5	5	5	5	5	7	5	5	5	5	9	5	5	5	5	7	7	5	7	6	5	6	828.6590576171875	1082.811279296875	432.0408935546875	NaN	910.04296875	920.3360595703125	745.8604736328125	1486.422119140625	596.4971923828125	855.2674560546875	806.867431640625	919.26513671875	877.566650390625	636.2874145507812	1516.6707763671875	688.0946655273438	783.1961059570312	901.0304565429688	936.5579223632812	892.9944458007812	496.24029541015625	1021.369140625	1050.8277587890625	793.8189697265625	955.70263671875	781.6129150390625	1020.35791015625	1107.71630859375	670.9248046875	669.8212890625	884.7638549804688	658.2431640625	744.06640625	815.7275390625	752.7472534179688	753.45556640625	828.6077270507812	768.5911254882812	891.0160522460938	816.5343627929688	933.2169189453125	791.4352416992188	968.330322265625	828.1215209960938	1009.5563354492188	738.4830322265625	765.004150390625	789.9918823242188
137491.39	P36168	ESL2	EST/SMG-like protein 2	37	nucleus,cytoplasm,peroxisome,telomerase holoenzyme complex	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay,biological_process	molecular_function,telomeric DNA binding,telomerase RNA binding	100	20	18	23	26	20	18	17	21	27	21	21	20	25	27	13	24	22	24	24	21	25	20	20	27	22	28	20	20	25	26	23	27	28	27	27	27	28	26	28	20	31	25	27	23	29	31	31	29	1100.1663818359375	897.86083984375	1283.192138671875	1683.239013671875	1039.80712890625	1176.7828369140625	1129.986083984375	899.8390502929688	1328.529052734375	2140.578857421875	1026.0040283203125	1151.6204833984375	1118.380126953125	1422.8228759765625	902.3859252929688	1370.44775390625	2055.648681640625	1016.7269897460938	1070.1424560546875	1061.9852294921875	1441.04833984375	1250.91748046875	1148.0062255859375	1382.423095703125	1612.447265625	1525.222900390625	1167.6112060546875	1476.4881591796875	1564.703125	1538.2413330078125	1228.78271484375	1674.0888671875	1561.15576171875	1701.552001953125	1569.256103515625	1667.3067626953125	1511.117431640625	1319.6612548828125	1529.9766845703125	1216.6630859375	1693.80322265625	1393.7252197265625	1809.1365966796875	1511.5938720703125	1798.0908203125	1768.809814453125	1565.60546875	1696.22216796875
39829.51	P36169	SKG1	Suppressor of lethality of KEX2 GAS1 double null mutant protein 1	12	incipient cellular bud site,plasma membrane,cellular bud,cellular bud tip,cellular bud membrane	fungal-type cell wall organization	molecular_function	100	6	6	4	4	7	9	5	5	5	4	6	8	9	8	10	6	4	8	8	6	6	5	4	4	4	7	5	4	4	5	6	4	6	6	6	6	5	5	5	5	5	8	6	5	4	6	5	6	581.5540771484375	562.33447265625	491.1711730957031	507.3365173339844	611.5682983398438	624.0486450195312	547.0113525390625	530.4110107421875	320.8850402832031	645.4443359375	560.2677001953125	686.8458251953125	603.9765014648438	648.9150390625	560.8540649414062	368.20318603515625	723.2784423828125	541.6548461914062	534.5264282226562	538.1064453125	757.2958374023438	696.870361328125	645.9090576171875	555.5517578125	639.4540405273438	531.7630615234375	503.1717529296875	514.906005859375	666.0164794921875	724.1346435546875	571.7329711914062	364.14434814453125	442.42120361328125	612.778076171875	613.8507690429688	687.1023559570312	640.427978515625	681.0902099609375	655.1473999023438	509.2384033203125	722.1218872070312	689.2796020507812	556.4802856445312	732.7242431640625	572.133544921875	547.8645629882812	500.8439636230469	462.0053405761719
